symbol,price,daily_change_pct,rsi,ema_20,ema_50,ema_200,volume_ratio,support,resistance,entry_low,entry_high,stop_loss,target_1,target_2,target_3,risk_reward_to_target1,score,signal,breakout
COALINDIA,422.75,-0.86,56.46,416.95,420.19,425.96,0.34,395.8,436.3,401.74,422.75,391.84,469.11,500.02,530.93,1.5,3.5,AVOID,False
COFORGE,1789.4,-3.09,42.51,1871.96,1764.14,1593.51,1.27,1762.2,2021.2,1788.63,1789.4,1699.3,1924.55,2014.66,2104.76,1.5,3.5,AVOID,False
DABUR,388.1,3.22,46.43,387.01,403.29,447.59,3.16,368.05,406.8,373.57,388.1,364.37,423.7,447.43,471.16,1.5,3.5,AVOID,False
ETERNAL,318.4,-1.58,49.31,321.41,308.36,287.58,0.19,315.55,332.95,318.4,318.4,307.15,335.27,346.52,357.77,1.5,3.5,AVOID,False
GRASIM,3194.5,-2.66,41.07,3280.23,3228.3,3023.38,0.6,3188.0,3371.0,3194.5,3194.5,3094.59,3344.37,3444.28,3544.19,1.5,3.5,AVOID,False
HDFCBANK,719.0,1.52,49.75,714.17,734.93,811.91,1.34,681.9,739.75,692.13,719.0,675.08,784.88,828.8,872.72,1.5,3.5,AVOID,False
HAL,4754.6,-3.07,43.5,4873.22,4760.28,4537.22,0.5,4707.0,5149.9,4754.6,4754.6,4581.88,5013.69,5186.41,5359.14,1.5,3.5,AVOID,False
MOTILALOFS,1000.0,-2.58,51.92,1004.51,963.81,897.56,0.27,930.05,1060.2,944.0,1000.0,920.75,1118.88,1198.13,1277.38,1.5,3.5,AVOID,False
MCX,3206.8,-2.11,52.83,3212.12,3060.88,2682.37,0.55,2916.0,3400.0,2959.74,3206.8,2886.84,3686.74,4006.7,4326.66,1.5,3.5,AVOID,False
POLICYBZR,1779.9,-0.97,51.37,1790.58,1726.6,1676.67,0.52,1721.1,1875.0,1746.92,1779.9,1703.89,1893.92,1969.93,2045.94,1.5,3.5,AVOID,False
PERSISTENT,5556.5,0.73,50.78,5565.76,5434.54,5342.5,1.17,5370.5,5910.0,5451.06,5556.5,5314.42,5919.62,6161.69,6403.77,1.5,3.5,AVOID,False
MOTHERSON,162.16,-1.39,48.81,163.6,158.36,138.0,0.55,159.92,173.27,162.16,162.16,156.24,171.04,176.96,182.88,1.5,3.5,AVOID,False
SIEMENS,3837.0,-3.03,39.53,3955.81,3874.87,3586.89,0.52,3818.1,4149.4,3837.0,3837.0,3691.38,4055.42,4201.04,4346.65,1.5,3.5,AVOID,False
SWIGGY,278.8,0.22,51.37,278.07,275.17,300.86,0.28,261.35,293.0,265.27,278.8,258.74,308.9,328.96,349.02,1.5,3.5,AVOID,False
TATACAP,356.15,-1.86,40.33,365.6,360.6,343.42,0.64,354.0,378.0,356.15,356.15,344.51,373.61,385.24,396.88,1.5,3.5,AVOID,False
TCS,2304.1,4.69,51.36,2287.46,2292.63,2500.77,1.53,2185.5,2399.3,2218.28,2304.1,2163.64,2514.78,2655.24,2795.69,1.5,3.5,AVOID,False
TITAN,4894.0,-2.31,39.19,5012.8,4885.21,4410.31,0.59,4885.5,5186.7,4894.0,4894.0,4775.09,5072.36,5191.27,5310.18,1.5,3.5,AVOID,False
TORNTPHARM,4887.5,-1.57,46.54,4939.25,4881.14,4449.68,0.96,4823.0,5066.0,4887.5,4887.5,4731.96,5120.81,5276.34,5431.88,1.5,3.5,AVOID,False
UNIONBANK,176.68,-0.8,39.63,182.83,179.82,170.26,0.33,175.53,192.33,176.68,176.68,169.89,186.86,193.65,200.44,1.5,3.5,AVOID,False
ABB,7123.5,-2.07,34.63,7415.38,7366.46,6668.03,0.81,7036.5,7760.0,7123.5,7123.5,6866.61,7508.83,7765.72,8022.61,1.5,3.0,AVOID,False
AUBANK,1040.0,-1.78,39.42,1070.41,1059.99,986.74,0.22,1033.2,1144.1,1040.0,1040.0,1006.07,1090.89,1124.82,1158.74,1.5,3.0,AVOID,False
ADANIENT,2992.5,-2.21,48.27,3008.99,2996.84,2697.92,0.35,2830.5,3173.7,2872.96,2992.5,2802.2,3277.96,3468.26,3658.57,1.5,3.0,AVOID,False
ABCAPITAL,385.35,-2.44,37.7,400.93,398.06,365.14,0.55,384.4,416.45,385.35,385.35,371.13,406.68,420.91,435.13,1.5,3.0,AVOID,False
BSE,3365.7,-0.54,48.58,3359.05,3474.86,3304.88,0.55,3131.5,3474.0,3178.47,3365.7,3100.18,3763.97,4029.49,4295.0,1.5,3.0,AVOID,False
BAJFINANCE,1015.6,-1.83,33.03,1057.77,1050.96,1001.31,0.57,1010.5,1107.0,1015.6,1015.6,983.83,1063.26,1095.04,1126.81,1.5,3.0,AVOID,False
COCHINSHIP,1351.2,-2.16,32.42,1478.41,1475.99,1530.76,1.21,1336.0,1577.9,1351.2,1351.2,1282.89,1453.67,1521.99,1590.3,1.5,3.0,AVOID,False
EICHERMOT,7496.5,-0.44,32.21,7792.96,7753.96,7420.22,0.52,7440.0,8165.0,7496.5,7496.5,7281.68,7818.72,8033.54,8248.35,1.5,3.0,AVOID,False
FEDERALBNK,342.05,-0.71,43.53,347.52,343.71,302.71,0.29,337.6,364.2,342.05,342.05,332.36,356.58,366.27,375.96,1.5,3.0,AVOID,False
GAIL,171.71,-1.1,44.99,173.95,173.19,170.07,0.5,170.11,177.5,171.71,171.71,166.82,179.04,183.93,188.82,1.5,3.0,AVOID,False
HINDALCO,972.0,-0.97,36.94,1013.57,1012.3,964.37,0.42,966.2,1061.8,972.0,972.0,937.01,1024.48,1059.47,1094.45,1.5,3.0,AVOID,False
INDHOTEL,723.4,0.68,49.88,723.02,720.6,706.97,1.08,701.55,737.9,712.07,723.4,694.53,766.7,795.56,824.43,1.5,3.0,AVOID,False
INDUSTOWER,383.85,-1.07,52.56,379.32,385.86,399.88,0.28,367.35,390.85,372.86,383.85,363.68,414.11,434.28,454.46,1.5,3.0,AVOID,False
INDUSINDBK,966.0,-1.25,38.05,997.76,993.48,922.02,0.75,960.4,1022.0,966.0,966.0,935.44,1011.83,1042.39,1072.95,1.5,3.0,AVOID,False
JSWSTEEL,1244.6,-1.61,36.4,1295.63,1286.22,1237.33,0.37,1237.0,1351.0,1244.6,1244.6,1205.4,1303.39,1342.59,1381.79,1.5,3.0,AVOID,False
LTF,299.95,-2.96,38.77,312.11,310.1,292.11,0.35,299.25,327.3,299.95,299.95,287.27,318.97,331.64,344.32,1.5,3.0,AVOID,False
LENSKART,693.35,1.7,72.69,662.38,616.71,529.22,0.27,606.85,703.5,615.95,693.35,600.78,832.2,924.77,1017.34,1.5,3.0,AVOID,False
LODHA,1084.6,-2.89,31.7,1193.75,1168.8,1074.35,0.63,1075.5,1306.9,1084.6,1084.6,1017.97,1184.54,1251.17,1317.8,1.5,3.0,AVOID,False
M&MFIN,345.85,-2.89,32.66,370.13,364.74,337.78,0.32,345.4,397.5,345.85,345.85,328.76,371.49,388.58,405.68,1.5,3.0,AVOID,False
MAXHEALTH,1033.9,-0.37,52.28,1022.14,1037.82,1056.91,0.69,980.3,1048.0,995.0,1033.9,970.5,1129.0,1192.41,1255.81,1.5,3.0,AVOID,False
PIDILITIND,1543.0,-1.53,33.79,1611.95,1609.41,1534.14,0.29,1538.7,1687.7,1543.0,1543.0,1496.08,1613.38,1660.31,1707.23,1.5,3.0,AVOID,False
TVSMOTOR,4063.6,-1.49,37.39,4201.7,4099.83,3779.91,0.3,4052.9,4484.5,4063.6,4063.6,3912.36,4290.46,4441.69,4592.93,1.5,3.0,AVOID,False
TMCV,431.6,-0.68,36.71,453.01,445.33,416.58,0.32,425.35,487.8,431.6,431.6,411.65,461.53,481.49,501.44,1.5,3.0,AVOID,False
BHEL,422.6,-1.95,49.74,424.95,415.58,355.07,0.58,408.15,442.65,414.27,422.6,404.07,450.4,468.93,487.46,1.5,2.5,AVOID,False
GVT&D,4330.3,-4.79,47.47,4406.43,4419.17,4086.2,0.48,4025.0,4825.0,4085.37,4330.3,3984.75,4848.62,5194.17,5539.72,1.5,2.5,AVOID,False
GLENMARK,2380.7,-1.59,48.94,2405.63,2342.84,2214.5,0.34,2222.5,2537.6,2255.84,2380.7,2200.28,2651.34,2831.76,3012.19,1.5,2.5,AVOID,False
HCLTECH,1271.2,5.4,47.41,1282.99,1276.81,1329.15,1.54,1195.7,1368.0,1213.64,1271.2,1183.74,1402.39,1489.84,1577.3,1.5,2.5,AVOID,False
HINDZINC,569.0,-1.29,44.46,587.62,578.01,563.99,0.21,548.8,632.0,557.03,569.0,541.87,609.7,636.84,663.97,1.5,2.5,AVOID,False
HYUNDAI,2156.2,-0.82,46.39,2188.03,2133.52,2117.22,0.5,2095.8,2281.0,2127.24,2156.2,2074.84,2278.24,2359.59,2440.95,1.5,2.5,AVOID,False
NAUKRI,1274.3,1.88,45.85,1299.66,1253.23,1184.34,0.84,1244.8,1390.1,1263.47,1274.3,1217.69,1359.21,1415.82,1472.42,1.5,2.5,AVOID,False
KPITTECH,579.75,4.7,48.08,578.98,603.7,777.63,2.08,545.6,613.45,553.78,579.75,540.14,639.16,678.77,718.37,1.5,2.5,AVOID,False
LTM,4431.8,3.67,48.06,4474.71,4401.88,4609.11,1.25,4275.0,4700.0,4339.12,4431.8,4224.14,4743.29,4950.96,5158.62,1.5,2.5,AVOID,False
MPHASIS,2391.3,4.2,48.88,2398.91,2388.86,2449.69,2.12,2273.3,2546.0,2307.4,2391.3,2250.57,2602.4,2743.13,2883.87,1.5,2.5,AVOID,False
RADICO,4420.7,1.2,46.12,4484.98,4344.9,3684.32,0.45,4330.1,4747.0,4395.05,4420.7,4277.49,4635.52,4778.73,4921.94,1.5,2.5,AVOID,False
SAIL,176.13,-1.6,41.8,184.32,180.02,167.76,0.22,169.32,200.96,171.86,176.13,166.71,190.26,199.67,209.09,1.5,2.5,AVOID,False
ADANIENSOL,1363.2,-0.71,31.99,1460.23,1514.76,1327.33,0.11,1348.0,1637.0,1363.2,1363.2,1289.16,1474.25,1548.29,1622.33,1.5,2.0,AVOID,False
ADANIGREEN,1267.4,-1.08,41.12,1303.99,1345.54,1245.12,0.29,1214.9,1346.8,1233.12,1267.4,1202.75,1364.37,1429.02,1493.67,1.5,2.0,AVOID,False
ADANIPOWER,204.6,-2.56,45.24,208.34,210.33,191.62,0.37,198.0,217.4,200.97,204.6,195.87,217.69,226.42,235.14,1.5,2.0,AVOID,False
ASHOKLEY,160.3,-2.11,33.48,168.98,167.53,163.99,0.74,158.4,181.84,160.3,160.3,153.73,170.16,176.73,183.3,1.5,2.0,AVOID,False
BAJAJFINSV,1878.7,-1.82,32.36,1961.27,1944.97,1918.71,0.42,1871.5,2032.5,1878.7,1878.7,1823.37,1961.7,2017.04,2072.37,1.5,2.0,AVOID,False
BHARATFORG,1905.3,-2.04,33.62,2010.47,2048.04,1853.08,0.16,1898.2,2104.9,1905.3,1905.3,1827.27,2022.34,2100.37,2178.4,1.5,2.0,AVOID,False
BLUESTARCO,1509.1,-3.14,48.5,1507.39,1555.16,1686.81,0.52,1432.3,1565.1,1453.78,1509.1,1417.98,1645.78,1736.91,1828.03,1.5,2.0,AVOID,False
CHOLAFIN,1801.4,-2.41,42.46,1844.84,1817.44,1699.71,0.92,1773.5,1925.0,1800.1,1801.4,1731.36,1906.46,1976.5,2046.54,1.5,2.0,AVOID,False
CONCOR,490.4,-1.77,39.41,506.67,503.32,502.0,0.21,488.5,524.85,490.4,490.4,472.67,516.99,534.72,552.45,1.5,2.0,AVOID,False
DLF,630.7,-2.14,34.7,664.37,657.07,651.35,0.49,626.85,691.05,630.7,630.7,604.49,670.01,696.21,722.42,1.5,2.0,AVOID,False
EXIDEIND,415.1,0.59,37.0,432.22,432.36,396.89,0.46,409.7,477.6,415.1,415.1,397.43,441.61,459.28,476.95,1.5,2.0,AVOID,False
ICICIBANK,1358.0,-1.54,32.27,1408.9,1405.85,1372.92,0.61,1351.3,1454.0,1358.0,1358.0,1324.09,1408.86,1442.77,1476.68,1.5,2.0,AVOID,False
INDIANB,843.5,-1.17,38.79,868.07,862.33,844.68,0.29,835.0,906.7,843.5,843.5,812.9,889.4,920.0,950.61,1.5,2.0,AVOID,False
JUBLFOOD,466.3,-0.84,41.27,481.29,471.81,490.02,0.24,463.05,527.85,466.3,466.3,447.6,494.36,513.06,531.76,1.5,2.0,AVOID,False
NATIONALUM,356.95,-1.12,39.54,374.82,374.82,354.14,0.48,352.35,405.0,356.95,356.95,339.02,383.85,401.79,419.72,1.5,2.0,AVOID,False
OBEROIRLTY,1696.2,-2.58,28.92,1825.47,1821.11,1721.7,0.4,1691.4,1960.7,1696.2,1696.2,1626.32,1801.02,1870.9,1940.78,1.5,2.0,AVOID,False
PATANJALI,337.6,-1.0,29.82,345.35,361.44,441.47,0.83,336.0,356.2,337.6,337.6,327.93,352.11,361.79,371.46,1.5,2.0,AVOID,False
RECLTD,313.3,0.19,33.74,322.61,335.76,350.46,0.5,310.4,341.85,313.3,313.3,303.59,327.86,337.57,347.28,1.5,2.0,AVOID,False
SHRIRAMFIN,993.2,-3.44,31.18,1058.09,1059.28,973.4,0.95,988.0,1142.0,993.2,993.2,949.6,1058.6,1102.2,1145.8,1.5,2.0,AVOID,False
SUNPHARMA,1844.1,0.22,35.25,1895.65,1902.42,1819.1,0.33,1828.0,1984.8,1844.1,1844.1,1795.73,1916.65,1965.02,2013.39,1.5,2.0,AVOID,False
SUPREMEIND,3340.8,-0.7,36.46,3504.46,3501.73,3645.07,0.33,3337.0,3710.0,3340.8,3340.8,3209.46,3537.82,3669.16,3800.51,1.5,2.0,AVOID,False
TATAPOWER,367.25,0.71,48.17,367.14,374.53,386.91,0.45,347.0,382.05,352.2,367.25,343.53,402.83,426.55,450.27,1.5,2.0,AVOID,False
UPL,566.25,-1.17,42.79,575.39,584.8,632.72,0.39,557.95,591.0,566.25,566.25,550.03,590.59,606.81,623.03,1.5,2.0,AVOID,False
UNITDSPR,1385.6,-0.67,27.77,1460.13,1455.22,1388.31,0.22,1378.4,1563.4,1385.6,1385.6,1341.3,1452.06,1496.36,1540.67,1.5,2.0,AVOID,False
ZYDUSLIFE,1112.5,-0.59,44.2,1135.72,1125.42,1046.22,0.26,1092.6,1198.9,1108.99,1112.5,1067.87,1179.44,1224.07,1268.7,1.5,2.0,AVOID,False
COLPAL,1841.0,2.43,41.8,1863.38,1935.97,2058.97,0.75,1782.1,1958.9,1808.83,1841.0,1764.28,1956.08,2032.8,2109.52,1.5,1.5,AVOID,False
HEROMOTOCO,5282.5,1.17,42.77,5399.79,5364.92,5318.18,0.63,5167.0,5778.0,5244.5,5282.5,5103.64,5550.79,5729.66,5908.52,1.5,1.5,AVOID,False
INFY,1079.4,4.02,44.03,1100.71,1116.79,1241.59,1.28,1026.5,1156.0,1041.9,1079.4,1016.24,1174.15,1237.31,1300.48,1.5,1.5,AVOID,False
JINDALSTEL,1098.9,-1.93,41.8,1135.06,1123.42,1121.14,0.37,1058.0,1196.4,1073.87,1098.9,1047.42,1176.12,1227.6,1279.08,1.5,1.5,AVOID,False
ONGC,234.87,1.02,46.57,235.72,240.54,251.44,0.73,230.79,243.16,234.25,234.87,228.25,244.8,251.42,258.04,1.5,1.5,AVOID,False
SBICARD,628.6,-4.06,42.06,649.64,643.95,697.57,0.29,610.0,675.0,619.15,628.6,600.41,670.89,699.08,727.28,1.5,1.5,AVOID,False
TATAELXSI,3483.8,2.98,41.67,3554.48,3671.32,4270.45,1.85,3370.0,3777.6,3420.55,3483.8,3336.3,3705.05,3852.55,4000.05,1.5,1.5,AVOID,False
TMPV,308.55,2.47,40.25,313.3,326.33,380.84,1.73,296.5,331.7,300.95,308.55,293.54,331.07,346.09,361.1,1.5,1.5,AVOID,False
360ONE,1065.0,-2.38,30.47,1138.99,1140.25,1112.38,0.5,1056.7,1222.9,1065.0,1065.0,1018.14,1135.28,1182.14,1229.0,1.5,1.0,AVOID,False
ATGL,586.7,-1.36,21.95,623.28,647.72,635.2,0.29,585.9,687.9,586.7,586.7,564.08,620.64,643.26,665.89,1.5,1.0,AVOID,False
AMBUJACEM,385.3,-1.67,27.37,404.14,415.71,458.7,0.44,384.0,422.8,385.3,385.3,373.9,402.39,413.79,425.19,1.5,1.0,AVOID,False
ASIANPAINT,2429.2,-1.75,24.85,2557.69,2616.34,2590.93,0.44,2425.7,2678.7,2429.2,2429.2,2358.31,2535.53,2606.42,2677.31,1.5,1.0,AVOID,False
ASTRAL,1384.0,-1.94,29.92,1478.58,1479.41,1493.65,0.3,1382.0,1581.0,1384.0,1384.0,1331.34,1462.99,1515.64,1568.3,1.5,1.0,AVOID,False
BANKBARODA,234.88,-1.36,38.44,239.9,246.11,261.23,0.6,234.05,247.28,234.88,234.88,228.34,244.7,251.24,257.78,1.5,1.0,AVOID,False
BANKINDIA,138.32,-1.2,38.34,141.99,142.51,142.47,0.51,137.26,147.9,138.32,138.32,133.86,145.0,149.46,153.91,1.5,1.0,AVOID,False
BDL,1145.0,-3.78,24.95,1260.52,1287.51,1349.8,0.52,1141.0,1427.7,1145.0,1145.0,1088.56,1229.65,1286.09,1342.52,1.5,1.0,AVOID,False
BEL,390.4,-3.45,34.53,405.68,407.62,414.06,1.05,387.6,416.35,390.4,390.4,379.04,407.44,418.81,430.17,1.5,1.0,AVOID,False
BHARTIARTL,1835.1,0.22,41.6,1870.05,1891.46,1908.9,0.44,1811.9,1959.7,1835.1,1835.1,1786.91,1907.39,1955.59,2003.78,1.5,1.0,AVOID,False
BIOCON,387.65,-0.77,29.9,402.73,410.87,398.59,0.34,384.65,421.6,387.65,387.65,374.63,407.18,420.21,433.23,1.5,1.0,AVOID,False
BRITANNIA,4974.0,0.24,29.42,5182.15,5298.07,5556.83,0.41,4945.0,5561.0,4974.0,4974.0,4829.88,5190.18,5334.3,5478.41,1.5,1.0,AVOID,False
CANBK,123.2,-0.65,36.33,126.09,127.64,131.38,0.64,122.65,131.43,123.2,123.2,119.65,128.53,132.09,135.64,1.5,1.0,AVOID,False
CIPLA,1354.5,-0.84,31.46,1400.75,1414.41,1414.32,0.68,1347.7,1449.0,1354.5,1354.5,1320.88,1404.93,1438.56,1472.18,1.5,1.0,AVOID,False
COROMANDEL,1939.7,0.55,43.39,1962.83,1986.74,2053.03,0.32,1890.0,2104.8,1918.35,1939.7,1871.1,2042.6,2111.2,2179.8,1.5,1.0,AVOID,False
CUMMINSIND,4959.0,-2.19,32.74,5160.02,5292.31,5046.33,0.36,4944.0,5484.0,4959.0,4959.0,4779.68,5227.98,5407.3,5586.62,1.5,1.0,AVOID,False
DRREDDY,1152.3,-1.13,43.29,1163.86,1191.51,1243.54,1.04,1130.0,1197.2,1146.95,1152.3,1118.7,1202.7,1236.3,1269.9,1.5,1.0,AVOID,False
FORTIS,889.05,0.14,38.59,911.41,925.46,932.43,0.48,884.1,941.9,889.05,889.05,861.54,930.32,957.83,985.34,1.5,1.0,AVOID,False
GMRAIRPORT,94.51,-3.54,35.99,98.29,101.32,99.95,0.42,92.6,103.45,93.99,94.51,90.81,100.07,103.77,107.48,1.5,1.0,AVOID,False
GODFRYPHLP,1927.3,0.02,28.93,2051.37,2113.27,2333.26,0.49,1921.2,2167.7,1927.3,1927.3,1854.05,2037.18,2110.43,2183.69,1.5,1.0,AVOID,False
GODREJCP,870.6,0.65,29.06,904.21,958.97,1059.81,0.48,855.15,948.0,867.98,870.6,841.58,914.13,943.15,972.17,1.5,1.0,AVOID,False
GODREJPROP,1678.1,-4.0,22.53,1928.83,1963.29,1915.83,0.89,1667.0,2095.0,1678.1,1678.1,1577.45,1829.07,1929.72,2030.37,1.5,1.0,AVOID,False
HAVELLS,1089.6,-1.93,20.12,1187.95,1214.11,1289.46,0.42,1088.0,1315.0,1089.6,1089.6,1047.84,1152.24,1194.0,1235.77,1.5,1.0,AVOID,False
HUDCO,170.55,-1.28,21.63,181.05,189.57,201.43,0.4,170.2,192.0,170.55,170.55,164.16,180.14,186.53,192.92,1.5,1.0,AVOID,False
ICICIGI,1434.0,-1.77,16.71,1539.37,1615.23,1759.18,0.46,1431.9,1650.0,1434.0,1434.0,1386.88,1504.68,1551.81,1598.93,1.5,1.0,AVOID,False
IOC,133.81,-0.96,37.99,136.78,138.73,145.41,0.83,133.02,141.15,133.81,133.81,130.16,139.29,142.94,146.59,1.5,1.0,AVOID,False
IRCTC,460.85,-0.44,26.82,479.14,492.8,554.68,0.48,460.5,502.75,460.85,460.85,449.91,477.26,488.2,499.14,1.5,1.0,AVOID,False
IRFC,80.2,-1.1,23.0,83.57,86.89,99.52,0.57,80.05,87.56,80.2,80.2,78.02,83.47,85.64,87.82,1.5,1.0,AVOID,False
IREDA,110.1,-1.44,32.7,114.36,117.76,127.0,0.49,110.01,121.14,110.1,110.1,106.89,114.92,118.13,121.34,1.5,1.0,AVOID,False
INDIGO,4883.0,-1.81,33.95,5072.11,5099.56,5030.24,0.37,4822.0,5332.5,4883.0,4883.0,4718.04,5130.44,5295.4,5460.36,1.5,1.0,AVOID,False
JSWENERGY,515.0,-2.17,35.03,535.58,544.71,536.42,0.24,511.4,556.6,515.0,515.0,497.09,541.87,559.78,577.69,1.5,1.0,AVOID,False
JIOFIN,229.5,-0.17,33.55,237.82,241.2,255.16,0.72,226.44,249.9,229.5,229.5,222.61,239.83,246.72,253.6,1.5,1.0,AVOID,False
KEI,4510.0,-1.49,27.62,5058.57,5197.88,4896.36,0.35,4447.0,5899.0,4510.0,4510.0,4239.56,4915.65,5186.09,5456.52,1.5,1.0,AVOID,False
LT,3872.6,-1.48,35.46,3979.31,3990.11,3944.3,0.82,3835.7,4125.3,3872.6,3872.6,3779.34,4012.48,4105.74,4199.0,1.5,1.0,AVOID,False
LUPIN,2074.2,-0.99,25.7,2155.9,2240.84,2245.4,0.49,2058.0,2255.0,2074.2,2074.2,2014.32,2164.02,2223.9,2283.78,1.5,1.0,AVOID,False
M&M,3094.9,-0.39,28.79,3227.85,3251.91,3297.01,0.67,3069.1,3456.4,3094.9,3094.9,3000.6,3236.35,3330.64,3424.94,1.5,1.0,AVOID,False
MARICO,799.6,-0.31,33.32,826.97,835.86,802.48,0.45,795.5,867.35,799.6,799.6,776.37,834.45,857.68,880.92,1.5,1.0,AVOID,False
MFSL,1450.0,-1.83,35.72,1520.18,1545.82,1599.14,0.3,1445.4,1604.9,1450.0,1450.0,1393.34,1534.99,1591.65,1648.31,1.5,1.0,AVOID,False
MAZDOCK,2279.0,-2.57,26.61,2454.47,2466.21,2517.07,0.58,2271.2,2656.8,2279.0,2279.0,2187.97,2415.55,2506.58,2597.61,1.5,1.0,AVOID,False
MUTHOOTFIN,2753.7,-1.38,34.94,2912.22,2980.65,3183.63,0.21,2728.6,3246.5,2753.7,2753.7,2632.84,2934.99,3055.85,3176.71,1.5,1.0,AVOID,False
NHPC,76.03,-0.46,45.24,76.46,77.16,78.82,0.49,74.3,77.89,75.41,76.03,73.56,79.74,82.21,84.69,1.5,1.0,AVOID,False
NMDC,81.6,-0.97,38.72,84.65,85.16,83.73,0.43,81.25,89.1,81.6,81.6,78.66,86.01,88.95,91.9,1.5,1.0,AVOID,False
NTPC,329.05,-1.3,38.26,334.08,341.49,352.74,0.48,321.0,344.45,325.81,329.05,317.79,345.94,357.2,368.46,1.5,1.0,AVOID,False
NESTLEIND,1374.2,-0.66,31.2,1426.56,1442.52,1375.08,0.69,1365.5,1514.8,1374.2,1374.2,1330.07,1440.39,1484.52,1528.65,1.5,1.0,AVOID,False
PHOENIXLTD,1877.6,-0.66,40.81,1910.35,1920.17,1823.33,0.54,1825.1,1971.0,1852.48,1877.6,1806.85,1983.73,2054.48,2125.23,1.5,1.0,AVOID,False
POLYCAB,8201.0,-0.49,31.06,8682.51,8930.64,8531.51,0.33,8118.0,9445.0,8201.0,8201.0,7880.45,8681.83,9002.38,9322.93,1.5,1.0,AVOID,False
PFC,347.75,-1.61,34.43,359.55,380.48,401.67,0.55,336.3,376.55,341.34,347.75,332.94,369.97,384.78,399.6,1.5,1.0,AVOID,False
